Timestamp,TruckID,State,PositionX,PositionY,Description
1762733468113,1,MANUAL,0,0,Periodic status update
1762733469116,1,MANUAL,0,0,Periodic status update
1762733470114,1,MANUAL,0,0,Periodic status update
1762733471114,1,MANUAL,0,0,Periodic status update
1762733472116,1,MANUAL,0,0,Periodic status update
1762733473116,1,MANUAL,0,0,Periodic status update
1762733474113,1,MANUAL,0,0,Periodic status update
1762733475115,1,MANUAL,0,0,Periodic status update
1762733476114,1,MANUAL,0,0,Periodic status update
1762733477116,1,MANUAL,0,0,Periodic status update
1762733478113,1,MANUAL,0,0,Periodic status update
1762733658920,1,MANUAL,0,0,Periodic status update
1762733659925,1,MANUAL,0,0,Periodic status update
1762733660925,1,MANUAL,100,200,Periodic status update
1762733661922,1,MANUAL,0,0,Periodic status update
1762733662925,1,MANUAL,0,0,Periodic status update
1762733663925,1,MANUAL,0,0,Periodic status update
1762733664922,1,MANUAL,0,0,Periodic status update
1762733665925,1,MANUAL,0,0,Periodic status update
1762733666925,1,MANUAL,0,0,Periodic status update
1762733667925,1,MANUAL,0,0,Periodic status update
1762733668924,1,MANUAL,0,0,Periodic status update
1762733669925,1,MANUAL,0,0,Periodic status update
1762733670925,1,MANUAL,100,200,Periodic status update
1762733671922,1,MANUAL,100,200,Periodic status update
1762733672925,1,MANUAL,0,0,Periodic status update
1762733673925,1,MANUAL,0,0,Periodic status update
1762733674921,1,MANUAL,0,0,Periodic status update
1762733675922,1,MANUAL,0,0,Periodic status update
1762733676925,1,MANUAL,100,200,Periodic status update
1762733677922,1,MANUAL,0,0,Periodic status update
1762733678922,1,MANUAL,0,0,Periodic status update
1762733679922,1,MANUAL,0,0,Periodic status update
1762733680924,1,MANUAL,0,0,Periodic status update
1762733681925,1,MANUAL,0,0,Periodic status update
1762733682925,1,MANUAL,0,0,Periodic status update
1762733683922,1,MANUAL,0,0,Periodic status update
1762733684925,1,MANUAL,0,0,Periodic status update
1762733685925,1,MANUAL,100,200,Periodic status update
1762733686925,1,MANUAL,0,0,Periodic status update
1762733687925,1,MANUAL,0,0,Periodic status update
1762733688924,1,MANUAL,0,0,Periodic status update
1762733689456,1,TEST,100,200,Temperature increased for testing
1762733689925,1,MANUAL,0,0,Periodic status update
1762733690922,1,MANUAL,0,0,Periodic status update
1762733691925,1,MANUAL,100,200,Periodic status update
1762733692925,1,MANUAL,0,0,Periodic status update
1762733693925,1,MANUAL,0,0,Periodic status update
1762733694925,1,MANUAL,0,0,Periodic status update
1762733695921,1,MANUAL,0,0,Periodic status update
1762733696922,1,MANUAL,0,0,Periodic status update
1762733697925,1,MANUAL,0,0,Periodic status update
1762733698925,1,MANUAL,0,0,Periodic status update
1762733699925,1,MANUAL,0,0,Periodic status update
1762733700923,1,MANUAL,0,0,Periodic status update
1762733701922,1,MANUAL,0,0,Periodic status update
1762733702925,1,MANUAL,0,0,Periodic status update
1762733703925,1,MANUAL,0,0,Periodic status update
1762733704925,1,MANUAL,0,0,Periodic status update
1762733705925,1,MANUAL,0,0,Periodic status update
1762733706924,1,MANUAL,0,0,Periodic status update
1762733707924,1,MANUAL,0,0,Periodic status update
1762733708922,1,MANUAL,0,0,Periodic status update
1762733709925,1,MANUAL,0,0,Periodic status update
1762733710922,1,MANUAL,0,0,Periodic status update
1762733711922,1,MANUAL,0,0,Periodic status update
1762733712924,1,MANUAL,0,0,Periodic status update
1762733713925,1,MANUAL,0,0,Periodic status update
1762733714922,1,MANUAL,0,0,Periodic status update
1762733715925,1,MANUAL,0,0,Periodic status update
1762733716925,1,MANUAL,0,0,Periodic status update
1762733731468,1,MANUAL,0,0,Periodic status update
1762733732473,1,MANUAL,0,0,Periodic status update
1762733733472,1,MANUAL,0,0,Periodic status update
1762733734469,1,MANUAL,0,0,Periodic status update
1762733735472,1,MANUAL,100,200,Periodic status update
1762733736473,1,MANUAL,0,0,Periodic status update
1762733737472,1,MANUAL,0,0,Periodic status update
1762733738472,1,MANUAL,0,0,Periodic status update
1762733739471,1,MANUAL,0,0,Periodic status update
1762733740469,1,MANUAL,0,0,Periodic status update
1762733741472,1,MANUAL,0,0,Periodic status update
1762733742472,1,MANUAL,0,0,Periodic status update
1762733743469,1,MANUAL,0,0,Periodic status update
1762733744472,1,MANUAL,0,0,Periodic status update
1762733745469,1,MANUAL,0,0,Periodic status update
1762733746470,1,MANUAL,0,0,Periodic status update
1762733747469,1,MANUAL,0,0,Periodic status update
1762733748469,1,MANUAL,0,0,Periodic status update
1762733749472,1,MANUAL,0,0,Periodic status update
1762733750472,1,MANUAL,0,0,Periodic status update
1762733751468,1,MANUAL,0,0,Periodic status update
1762733752469,1,MANUAL,0,0,Periodic status update
1762733753469,1,MANUAL,0,0,Periodic status update
1762733754472,1,MANUAL,0,0,Periodic status update
1762733755472,1,MANUAL,0,0,Periodic status update
1762733756472,1,MANUAL,0,0,Periodic status update
1762733757472,1,MANUAL,0,0,Periodic status update
1762733758472,1,MANUAL,100,200,Periodic status update
1762733759472,1,MANUAL,0,0,Periodic status update
1762733760472,1,MANUAL,0,0,Periodic status update
1762733761472,1,MANUAL,0,0,Periodic status update
1762733762009,1,TEST,100,200,Temperature increased for testing
1762733762472,1,MANUAL,100,200,Periodic status update
1762733763472,1,MANUAL,100,200,Periodic status update
1762733764472,1,MANUAL,0,0,Periodic status update
1762733765472,1,MANUAL,0,0,Periodic status update
1762733766472,1,MANUAL,0,0,Periodic status update
1762733767472,1,MANUAL,100,200,Periodic status update
1762733768472,1,MANUAL,0,0,Periodic status update
1762733769472,1,MANUAL,100,200,Periodic status update
1762733770472,1,MANUAL,0,0,Periodic status update
1762733771472,1,MANUAL,0,0,Periodic status update
1762733772472,1,MANUAL,0,0,Periodic status update
